TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1545631845331	0.364525	-7.484777	-0.607063	0.706542	-0.001420	0.001215	0.707668	1.000000	0.000000	0.000000	4	0	4109.040527	20.645411	img__0_1545631845328360700.png
1545631845527	0.362419	-6.105681	-0.608045	0.706541	-0.001410	0.001629	0.707669	1.000000	0.000000	0.000000	4	0	4042.328613	20.791151	img__0_1545631845521330300.png
1545631845726	0.359966	-4.719494	-0.610051	0.706544	-0.000197	0.000486	0.707669	1.000000	0.000000	0.000000	4	0	3983.533203	20.933622	img__0_1545631845720249500.png
1545631845906	0.357718	-3.321362	-0.608127	0.706548	-0.000247	0.000734	0.707664	1.000000	0.000000	0.000000	4	0	3931.905273	21.070473	img__0_1545631845903899800.png
1545631846100	0.355028	-1.913144	-0.606160	0.706545	-0.001102	0.001272	0.707666	1.000000	0.000000	0.000000	4	0	3891.349854	21.201508	img__0_1545631846097234800.png
1545631846283	0.352742	-0.497660	-0.606096	0.706535	-0.001069	0.001184	0.707677	1.000000	0.000000	0.000000	4	0	3857.749023	21.329254	img__0_1545631846277659600.png
1545631846474	0.350460	0.926329	-0.606110	0.706527	-0.001062	0.001145	0.707685	1.000000	0.000000	0.000000	4	0	3829.829102	21.453625	img__0_1545631846469331600.png
1545631846655	0.348032	2.359680	-0.608195	0.706522	-0.001751	0.001676	0.707687	1.000000	0.000000	0.000000	4	0	3811.700195	21.572130	img__0_1545631846652291400.png
1545631846844	0.345600	3.799233	-0.609171	0.706516	-0.001563	0.001291	0.707695	1.000000	0.000000	0.000000	4	0	3799.330078	21.688940	img__0_1545631846837309400.png
1545631847025	0.343123	5.245438	-0.607982	0.706459	-0.000701	0.000319	0.707754	1.000000	0.000000	0.000000	4	0	3786.176758	21.805323	img__0_1545631847019911000.png
1545631847209	0.340716	6.700757	-0.608363	0.706431	-0.000525	0.000194	0.707781	1.000000	0.000000	0.000000	4	0	3778.761963	21.918320	img__0_1545631847205279800.png
1545631847389	0.338253	8.164777	-0.606073	0.706415	-0.000922	0.000801	0.707797	1.000000	0.000000	0.000000	4	0	3774.784668	22.031132	img__0_1545631847386316300.png
1545631847571	0.335494	9.635495	-0.606026	0.706406	-0.000993	0.000952	0.707805	1.000000	0.000000	0.000000	4	0	3773.837646	22.140306	img__0_1545631847568326400.png
1545631847761	0.334332	11.113274	-0.606057	0.706899	-0.000896	0.001081	0.707313	1.000000	-0.500000	0.000000	4	0	3778.915771	22.242662	img__0_1545631847755734200.png
1545631847932	0.340694	12.597878	-0.606079	0.709234	-0.000539	0.001429	0.704972	1.000000	0.000000	0.000000	4	0	3781.935547	22.350206	img__0_1545631847928096200.png
1545631848115	0.348025	14.089626	-0.606094	0.710467	-0.000375	0.001575	0.703729	1.000000	0.000000	0.000000	4	0	3786.111572	22.456396	img__0_1545631848109204000.png
1545631848296	0.358434	15.588425	-0.606105	0.711093	-0.000227	0.001704	0.703096	1.000000	0.000000	0.000000	4	0	3791.836670	22.561718	img__0_1545631848291030700.png
1545631848478	0.371700	17.094208	-0.606112	0.711394	-0.000129	0.001785	0.702791	1.000000	0.000000	0.000000	4	0	3798.834229	22.666273	img__0_1545631848471892100.png
1545631848659	0.386880	18.607643	-0.607176	0.711542	-0.000645	0.002013	0.702640	1.000000	0.000000	0.000000	4	0	3807.441162	22.768610	img__0_1545631848655852900.png
1545631848836	0.401838	20.127144	-0.607326	0.711099	-0.001060	0.001566	0.703089	1.000000	0.500000	0.000000	4	0	3822.370361	22.865112	img__0_1545631848833792700.png
1545631849020	0.411614	21.651987	-0.607501	0.708999	-0.000919	0.000354	0.705209	1.000000	0.000000	0.000000	4	0	3830.813721	22.968855	img__0_1545631849017156200.png
1545631849194	0.421592	23.185822	-0.605975	0.707846	-0.001452	0.000721	0.706365	1.000000	0.000000	0.000000	4	0	3840.663574	23.071436	img__0_1545631849187892400.png
1545631849368	0.429178	24.726259	-0.607469	0.707261	-0.001569	0.001352	0.706950	1.000000	0.000000	0.000000	4	0	3852.202148	23.168503	img__0_1545631849365753900.png
1545631849538	0.433711	26.272343	-0.607329	0.707005	-0.001265	0.001406	0.707206	1.000000	0.000000	0.000000	4	0	3865.156982	23.264843	img__0_1545631849536347400.png
1545631849705	0.436074	27.823883	-0.607417	0.706967	-0.000508	0.000862	0.707246	0.000000	0.000000	0.000000	4	0	3541.560547	23.362778	img__0_1545631849702121900.png
1545631849880	0.436550	29.383484	-0.605849	0.706943	-0.001131	0.001035	0.707269	0.000000	0.000000	0.000000	0	0	3460.350342	23.384623	img__0_1545631849876569600.png
1545631850053	0.436543	30.941454	-0.605958	0.706928	-0.001005	0.000403	0.707285	0.000000	0.000000	0.000000	0	0	3381.001221	23.362116	img__0_1545631850037263700.png
1545631850210	0.436518	32.498169	-0.605904	0.706919	-0.000850	0.000147	0.707294	0.000000	0.000000	0.000000	3	0	3154.653809	23.338625	img__0_1545631850204696800.png
1545631850374	0.436266	34.052620	-0.605841	0.706915	-0.000630	-0.000019	0.707299	0.000000	0.000000	0.000000	3	0	2855.078369	23.266735	img__0_1545631850369922900.png
1545631850540	0.435803	35.601788	-0.605771	0.706914	-0.000376	-0.000166	0.707300	0.000000	0.000000	0.000000	3	0	2626.563477	23.167665	img__0_1545631850535746300.png
1545631850710	0.435187	37.143997	-0.605702	0.706915	-0.000124	-0.000302	0.707298	0.000000	-0.500000	0.000000	3	0	2450.409424	23.048420	img__0_1545631850701999700.png
1545631850864	0.440971	38.677990	-0.605639	0.708748	0.000437	-0.000101	0.705461	0.000000	0.000000	0.000000	3	0	2313.240234	22.913158	img__0_1545631850861397600.png
1545631851029	0.449240	40.202812	-0.605581	0.710449	0.000827	-0.000031	0.703748	1.000000	0.000000	0.000000	3	0	2361.456787	22.770510	img__0_1545631851025293600.png
1545631851195	0.460013	41.718330	-0.605541	0.711371	0.001121	0.000037	0.702816	1.000000	0.000000	0.000000	3	0	2610.470459	22.640478	img__0_1545631851186383100.png
1545631851354	0.473935	43.225761	-0.605529	0.711867	0.001315	0.000153	0.702313	1.000000	0.000000	0.000000	3	0	2985.090576	22.543720	img__0_1545631851351023300.png
1545631851515	0.490517	44.727562	-0.605550	0.712133	0.001359	0.000289	0.702043	1.000000	0.000000	0.000000	3	0	3299.370850	22.486990	img__0_1545631851512551700.png
1545631851677	0.507284	46.226265	-0.605589	0.711753	0.001170	0.000301	0.702429	1.000000	0.500000	0.000000	3	0	3562.044434	22.461664	img__0_1545631851672077700.png
1545631851840	0.517739	47.723896	-0.605640	0.709438	0.000637	0.000031	0.704768	1.000000	0.000000	0.000000	3	0	3783.568359	22.465570	img__0_1545631851835487900.png
1545631851994	0.528193	49.222157	-0.605695	0.708211	0.000257	-0.000067	0.706000	1.000000	0.000000	0.000000	3	0	3973.226807	22.489861	img__0_1545631851988096600.png
1545631852147	0.535891	50.722801	-0.606473	0.707572	-0.000498	-0.000030	0.706641	1.000000	0.000000	0.000000	3	0	4138.170410	22.529064	img__0_1545631852137544500.png
1545631852287	0.540950	52.225967	-0.606992	0.707272	-0.001231	-0.000331	0.706941	1.000000	0.000000	0.000000	3	0	4284.040527	22.580751	img__0_1545631852284724300.png
1545631852439	0.544665	53.731308	-0.607220	0.707089	-0.000856	-0.001095	0.707123	1.000000	0.000000	0.000000	3	0	4412.016602	22.643951	img__0_1545631852433724700.png
1545631852591	0.547412	55.243290	-0.605591	0.706978	-0.001402	-0.000347	0.707233	1.000000	0.000000	0.000000	3	0	4527.508789	22.715117	img__0_1545631852586971300.png
1545631852735	0.549340	56.759922	-0.607455	0.706931	-0.001406	0.000664	0.707281	1.000000	0.000000	0.000000	3	0	4632.862793	22.792131	img__0_1545631852732477600.png
1545631852887	0.549906	58.280651	-0.607175	0.706935	-0.000926	0.000944	0.707277	1.000000	0.000000	0.000000	3	0	4727.802734	22.876904	img__0_1545631852881746700.png
1545631853034	0.549825	59.806141	-0.607095	0.706933	0.000046	0.000677	0.707280	1.000000	0.000000	0.000000	3	0	4813.016113	22.966965	img__0_1545631853028542000.png
1545631853179	0.548713	61.339481	-0.606275	0.706927	-0.000357	0.000930	0.707286	1.000000	0.000000	0.000000	3	0	4892.209961	23.061026	img__0_1545631853175183000.png
1545631853320	0.547393	62.878628	-0.605982	0.706916	-0.000727	0.000680	0.707296	1.000000	0.000000	0.000000	0	0	4965.940430	23.096918	img__0_1545631853312858000.png
1545631853456	0.546641	64.417671	-0.605906	0.706910	-0.000619	0.000400	0.707303	1.000000	0.000000	0.000000	0	0	4852.065918	23.073538	img__0_1545631853452070900.png
1545631853603	0.545964	65.955254	-0.605865	0.706907	-0.000496	0.000257	0.707307	1.000000	0.000000	0.000000	4	0	4323.312500	23.049946	img__0_1545631853596807600.png
1545631853733	0.545241	67.494354	-0.605926	0.706904	-0.000607	0.000399	0.707309	1.000000	0.000000	0.000000	4	0	4267.660156	23.181093	img__0_1545631853729920900.png
1545631853876	0.544455	69.042183	-0.605988	0.706900	-0.000720	0.000557	0.707313	1.000000	0.000000	0.000000	4	0	4224.000488	23.309883	img__0_1545631853868484400.png
1545631854011	0.543612	70.598457	-0.606036	0.706896	-0.000804	0.000686	0.707317	1.000000	0.000000	0.000000	4	0	4214.963379	23.414248	img__0_1545631854008429600.png
1545631854147	0.542730	72.159531	-0.600957	0.706893	0.000383	-0.000463	0.707320	1.000000	0.000000	0.000000	4	0	4192.208984	23.531878	img__0_1545631854136748600.png
1545631854276	0.541813	73.732399	-0.595239	0.706887	-0.000606	0.000557	0.707326	1.000000	0.000000	0.000000	4	0	4164.448242	23.658442	img__0_1545631854268405500.png
1545631854406	0.540859	75.311989	-0.595211	0.706880	-0.000855	0.000830	0.707332	1.000000	0.000000	0.000000	4	0	4142.784180	23.774706	img__0_1545631854399631600.png
1545631854544	0.539871	76.899002	-0.595380	0.706874	-0.000929	0.000920	0.707338	1.000000	0.000000	0.000000	4	0	4125.611816	23.888712	img__0_1545631854538629600.png
1545631854663	0.538849	78.493500	-0.595507	0.706867	-0.000954	0.000956	0.707345	1.000000	0.000000	0.000000	4	0	4112.647461	24.000614	img__0_1545631854653221500.png
