TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1545861762127	45.268036	85.539825	9.732245	0.485429	0.030582	0.022974	0.873439	1.000000	0.000000	0.000000	1	0	435.419220	1.730636	img__0_1545861762088249700.png
1545861762638	45.177666	85.685898	9.738272	0.485548	0.028711	0.020707	0.873493	1.000000	0.000000	0.000000	1	0	703.365845	1.689542	img__0_1545861762611555400.png
1545861762773	45.088123	85.831581	9.743711	0.484972	0.026745	0.017940	0.873936	1.000000	0.000000	0.000000	1	0	1131.635864	1.756246	img__0_1545861762750758400.png
1545861762889	44.993885	85.986382	9.749619	0.484807	0.025266	0.015387	0.874121	1.000000	0.000000	0.000000	1	0	1479.691895	1.959901	img__0_1545861762875085200.png
1545861763025	44.887878	86.162498	9.756572	0.484257	0.023926	0.014824	0.874473	1.000000	0.000000	0.000000	1	0	1794.153076	2.215076	img__0_1545861763007234800.png
1545861763146	44.768005	86.359138	9.764619	0.483784	0.023693	0.014523	0.874746	1.000000	0.000000	0.000000	1	0	2096.516357	2.478461	img__0_1545861763125177700.png
1545861763241	44.634109	86.577164	9.771318	0.483307	0.024641	0.015158	0.874973	1.000000	0.000000	0.000000	1	0	2389.933350	2.742975	img__0_1545861763238898200.png
1545861763372	44.484550	86.819023	9.777090	0.482831	0.024618	0.017289	0.875196	1.000000	0.000000	0.000000	1	0	2676.829834	3.007468	img__0_1545861763355312700.png
1545861763468	44.319988	87.083611	9.784609	0.482202	0.024532	0.019978	0.875488	1.000000	0.000000	0.000000	1	0	2957.518555	3.277366	img__0_1545861763461197400.png
1545861763591	44.141338	87.368942	9.791640	0.482229	0.025962	0.022691	0.875366	1.000000	0.000000	0.000000	1	0	3231.978516	3.540681	img__0_1545861763575074100.png
1545861763707	43.942947	87.674591	9.800146	0.481765	0.023287	0.020096	0.875760	1.000000	0.000000	0.000000	1	0	3502.028076	3.808350	img__0_1545861763697084200.png
1545861763827	43.733849	88.004608	9.813212	0.481551	0.020458	0.015833	0.876036	1.000000	0.000000	0.000000	1	0	3766.913574	4.096850	img__0_1545861763810026500.png
1545861763939	43.516163	88.357887	9.833955	0.481416	0.023168	0.014070	0.876073	1.000000	0.000000	0.000000	1	0	4027.117920	4.396078	img__0_1545861763934589600.png
1545861764050	43.280788	88.735092	9.852079	0.481652	0.027020	0.014875	0.875820	1.000000	0.000000	0.000000	1	0	4283.205078	4.672135	img__0_1545861764042168100.png
1545861764157	43.028660	89.135681	9.865605	0.481914	0.030144	0.016027	0.875553	1.000000	0.000000	0.000000	1	0	4535.436523	4.950665	img__0_1545861764154329600.png
1545861764267	42.756317	89.561035	9.864765	0.480898	0.030633	0.016639	0.876083	1.000000	0.500000	0.000000	1	0	4773.608398	5.210064	img__0_1545861764262787000.png
1545861764373	42.446133	89.995331	9.880088	0.470766	0.028339	0.014773	0.881679	1.000000	0.500000	0.000000	0	0	5041.171387	5.557120	img__0_1545861764370533300.png
1545861764482	42.092968	90.420547	9.904131	0.450304	0.020915	0.015851	0.892490	1.000000	0.500000	0.000000	0	0	4868.770996	5.413104	img__0_1545861764475374100.png
1545861764607	41.722000	90.819275	9.921445	0.426816	0.019777	0.017975	0.903943	1.000000	0.000000	0.000000	2	0	4484.715820	5.398932	img__0_1545861764603152500.png
1545861764721	41.342842	91.238457	9.926445	0.415543	0.019504	0.025646	0.909003	1.000000	0.000000	0.000000	2	0	4413.653809	5.931495	img__0_1545861764711150300.png
1545861764833	40.944023	91.701622	9.927109	0.415477	0.017397	0.035044	0.908762	0.000000	0.000000	0.000000	2	0	4207.069824	6.352295	img__0_1545861764827178900.png
1545861764953	40.518955	92.193573	9.924932	0.414809	0.015925	0.038864	0.908938	0.000000	0.000000	0.000000	2	0	3226.895996	6.766155	img__0_1545861764943342800.png
1545861765076	40.068142	92.718765	9.934902	0.414110	0.010712	0.044305	0.909085	0.000000	0.000000	0.000000	2	0	2385.934570	7.056593	img__0_1545861765071091600.png
1545861765175	39.601288	93.253517	9.922470	0.413269	0.009394	0.048261	0.909281	1.000000	0.000000	0.000000	2	0	1948.770752	7.176495	img__0_1545861765172503600.png
1545861765285	39.127254	93.792282	9.905029	0.411541	0.008746	0.046024	0.910187	1.000000	0.000000	0.000000	2	0	2057.421631	7.229436	img__0_1545861765282695400.png
1545861765400	38.640186	94.342964	9.891982	0.411253	0.003070	0.044346	0.910436	1.000000	0.500000	0.000000	2	0	2306.265869	7.387128	img__0_1545861765391642600.png
1545861765505	38.126308	94.877731	9.879531	0.398738	0.000935	0.038901	0.916239	1.000000	0.500000	0.000000	2	0	2509.301514	7.462061	img__0_1545861765502677500.png
1545861765618	37.562683	95.380997	9.854336	0.374668	-0.004428	0.028547	0.926709	1.000000	0.500000	0.000000	0	0	2683.297852	7.383785	img__0_1545861765609200500.png
