TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1545932203249	66.334831	-1.762319	-0.606086	0.992490	0.012467	-0.004047	-0.121618	1.000000	0.000000	0.000000	1	0	2161.341309	15.133568	img__0_1545932203245414800.png
1545932203330	67.311920	-1.992406	-0.605690	0.992348	0.011474	-0.004097	-0.122866	1.000000	-0.500000	0.000000	1	0	2591.484131	14.864432	img__0_1545932203325676800.png
1545932203372	67.793137	-2.110549	-0.605496	0.992234	0.010794	-0.003983	-0.123853	1.000000	-0.500000	0.000000	1	0	2797.709961	14.726978	img__0_1545932203369801500.png
1545932203417	68.268158	-2.231756	-0.605791	0.992002	0.010255	-0.004394	-0.125730	1.000000	-0.500000	0.000000	1	0	2998.452637	14.621849	img__0_1545932203415000700.png
1545932203466	68.738853	-2.357172	-0.606177	0.991590	0.009997	-0.004534	-0.128955	1.000000	-0.500000	0.000000	1	0	3193.166992	14.494365	img__0_1545932203461909700.png
1545932203509	69.204292	-2.486876	-0.605879	0.990975	0.009802	-0.004438	-0.133617	1.000000	-0.500000	0.000000	1	0	3382.345947	14.403303	img__0_1545932203505512100.png
1545932203551	69.665115	-2.622469	-0.605875	0.990112	0.009788	-0.004186	-0.139873	1.000000	-0.500000	0.000000	1	0	3565.734619	14.283256	img__0_1545932203549533000.png
1545932203597	70.119576	-2.764508	-0.605976	0.988980	0.009985	-0.004114	-0.147652	1.000000	-0.500000	0.000000	1	0	3744.894043	14.207226	img__0_1545932203595128000.png
1545932203694	71.012817	-3.067202	-0.605015	0.986106	0.010319	-0.004357	-0.165739	1.000000	-0.500000	0.000000	1	0	4089.206787	14.038605	img__0_1545932203690016500.png
1545932203746	71.451988	-3.229429	-0.605224	0.984373	0.010683	-0.004143	-0.175724	1.000000	-0.500000	0.000000	1	0	4254.470703	13.944141	img__0_1545932203740862000.png
1545932203794	71.884346	-3.398470	-0.605329	0.982512	0.011094	-0.004535	-0.185811	1.000000	-0.500000	0.000000	1	0	4415.228516	13.894070	img__0_1545932203789410900.png
1545932203842	72.312134	-3.575610	-0.605761	0.980478	0.011734	-0.004631	-0.196223	1.000000	-0.500000	0.000000	1	0	4571.452148	13.811846	img__0_1545932203839019700.png
1545932203891	72.733650	-3.759746	-0.605813	0.978318	0.012330	-0.004946	-0.206682	1.000000	-0.500000	0.000000	1	0	4723.172363	13.770933	img__0_1545932203887889500.png
1545932203945	73.151001	-3.951649	-0.605607	0.975979	0.012853	-0.004675	-0.217437	1.000000	-0.500000	0.000000	1	0	4871.145996	13.696827	img__0_1545932203938698800.png
1545932203983	73.562485	-4.152078	-0.607646	0.973476	0.013423	-0.003791	-0.228366	1.000000	-0.500000	0.000000	1	0	5014.164551	13.672151	img__0_1545932203981830300.png
1545932204029	73.967796	-4.359706	-0.607800	0.970959	0.013871	-0.004021	-0.238810	1.000000	-0.500000	0.000000	1	0	5153.279297	13.615074	img__0_1545932204024276600.png
1545932204107	74.760719	-4.799245	-0.607825	0.965498	0.014818	-0.004292	-0.259954	1.000000	-0.500000	0.000000	1	0	5419.878906	13.548816	img__0_1545932204103169200.png
1545932204147	75.147758	-5.030652	-0.608142	0.962610	0.015072	-0.004732	-0.270428	1.000000	-0.500000	0.000000	1	0	5547.418457	13.542454	img__0_1545932204144630900.png
1545932204201	75.529541	-5.270041	-0.609273	0.959568	0.014974	-0.005152	-0.281033	1.000000	-0.500000	0.000000	1	0	5671.636230	13.507549	img__0_1545932204194625900.png
1545932204239	75.903915	-5.518027	-0.610582	0.956450	0.015362	-0.006031	-0.291428	1.000000	-0.500000	0.000000	1	0	5792.372070	13.511990	img__0_1545932204236970000.png
1545932204286	76.274818	-5.773777	-0.610151	0.953085	0.015757	-0.005882	-0.302236	1.000000	-0.500000	0.000000	1	0	5910.612305	13.485099	img__0_1545932204279934100.png
1545932204333	76.638260	-6.037075	-0.610109	0.949687	0.016011	-0.006341	-0.312727	1.000000	-0.500000	0.000000	1	0	6025.572754	13.497590	img__0_1545932204326150600.png
1545932204368	76.996582	-6.308960	-0.610046	0.946121	0.016345	-0.006368	-0.323336	1.000000	-0.500000	0.000000	0	0	6151.593262	13.479824	img__0_1545932204366827900.png
1545932204418	77.348068	-6.587141	-0.609238	0.942587	0.016164	-0.006973	-0.333497	1.000000	-0.500000	0.000000	0	0	6080.653320	13.455814	img__0_1545932204415972900.png
1545932204507	78.030724	-7.166523	-0.608708	0.935054	0.016034	-0.007280	-0.354068	1.000000	-0.500000	0.000000	0	0	5941.217773	13.414940	img__0_1545932204504484800.png
1545932204555	78.360672	-7.466486	-0.607305	0.931164	0.016087	-0.008101	-0.364154	1.000000	-0.500000	0.000000	0	0	5872.703613	13.390939	img__0_1545932204549150600.png
1545932204599	78.683884	-7.774309	-0.607602	0.927038	0.016439	-0.008054	-0.374520	1.000000	-0.500000	0.000000	2	0	5411.544922	13.373204	img__0_1545932204596989400.png
1545932204653	78.999680	-8.084553	-0.604008	0.923138	0.014949	-0.009732	-0.384055	1.000000	-0.500000	0.000000	2	0	5420.203613	13.437685	img__0_1545932204649172600.png
1545932204701	79.313286	-8.407505	-0.603749	0.918567	0.014891	-0.007686	-0.394910	1.000000	-0.500000	0.000000	2	0	5446.683594	13.519399	img__0_1545932204698587900.png
1545932204748	79.618774	-8.737090	-0.603875	0.914413	0.014126	-0.008203	-0.404453	1.000000	-0.500000	0.000000	2	0	5472.916504	13.577435	img__0_1545932204743040000.png
1545932204788	79.918716	-9.074468	-0.599211	0.910197	0.014433	-0.009103	-0.413824	1.000000	-0.500000	0.000000	2	0	5483.538086	13.667781	img__0_1545932204786399100.png
1545932204839	80.212692	-9.423037	-0.600533	0.905658	0.015221	-0.008951	-0.423642	1.000000	-0.500000	0.000000	2	0	5507.308105	13.724488	img__0_1545932204836179200.png
1545932204884	80.501045	-9.777390	-0.600319	0.901149	0.015350	-0.009343	-0.433137	1.000000	-0.500000	0.000000	2	0	5524.745605	13.811437	img__0_1545932204882064600.png
1545932204967	81.062653	-10.510024	-0.597816	0.891486	0.014476	-0.008029	-0.452745	1.000000	-0.500000	0.000000	2	0	5561.049316	13.954653	img__0_1545932204964513000.png
1545932205017	81.334717	-10.890879	-0.594482	0.885923	0.016006	-0.006225	-0.463515	1.000000	-0.500000	0.000000	2	0	5586.097656	14.004879	img__0_1545932205013963200.png
1545932205068	81.595985	-11.275251	-0.595205	0.880830	0.015830	-0.007695	-0.473105	1.000000	-0.500000	0.000000	2	0	5601.971680	14.095038	img__0_1545932205065127400.png
1545932205115	81.852402	-11.669621	-0.595302	0.875241	0.016410	-0.007347	-0.483352	1.000000	-0.500000	0.000000	2	0	5625.477051	14.143823	img__0_1545932205113212600.png
1545932205167	82.100098	-12.069607	-0.595323	0.869869	0.016400	-0.008009	-0.492944	1.000000	-0.500000	0.000000	2	0	5643.771973	14.230238	img__0_1545932205163903000.png
1545932205220	82.572594	-12.893276	-0.595496	0.858688	0.016740	-0.008487	-0.512155	1.000000	-0.500000	0.000000	2	0	5684.506836	14.365043	img__0_1545932205215160100.png
1545932205300	82.796814	-13.316120	-0.595610	0.852930	0.016931	-0.008600	-0.521680	1.000000	-0.500000	0.000000	2	0	5705.528320	14.418843	img__0_1545932205298177800.png
1545932205354	83.219673	-14.181211	-0.595709	0.841185	0.017027	-0.009115	-0.540402	1.000000	-0.500000	0.000000	2	0	5745.766602	14.554930	img__0_1545932205349530000.png
1545932205442	83.607819	-15.072200	-0.595784	0.828988	0.017035	-0.009601	-0.558924	1.000000	-0.500000	0.000000	2	0	5786.109863	14.689704	img__0_1545932205438338900.png
1545932205536	83.972969	-16.001879	-0.622335	0.816102	0.019841	0.004231	-0.577551	1.000000	-0.500000	0.000000	2	0	5858.334473	14.789330	img__0_1545932205532303900.png
1545932205619	84.298508	-16.932795	-0.621897	0.804362	0.012003	0.007286	-0.593974	1.000000	-0.500000	0.000000	2	0	5904.559570	14.915453	img__0_1545932205615588700.png
1545932205701	84.569061	-17.870964	-0.640417	0.795558	-0.000613	0.002373	-0.605872	1.000000	-0.500000	0.000000	2	0	5930.111816	14.905749	img__0_1545932205699004800.png
