TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1546461729007	-17.216967	-0.785894	-0.594944	0.999876	-0.000601	-0.001977	0.015596	1.000000	0.000000	0.000000	3	0	2277.527832	13.003332	img__0_1546461729004298400.png
1546461729125	-16.351595	-0.758900	-0.595086	0.999877	-0.000430	-0.001467	0.015598	1.000000	0.000000	0.000000	3	0	2468.364746	13.048837	img__0_1546461729122815800.png
1546461729247	-15.482880	-0.731766	-0.595211	0.999878	-0.000296	-0.001014	0.015598	1.000000	0.000000	0.000000	3	0	2626.144531	13.115435	img__0_1546461729244199800.png
1546461729363	-14.609507	-0.704471	-0.595320	0.999878	-0.000196	-0.000620	0.015599	1.000000	0.500000	0.000000	3	0	2760.469238	13.195806	img__0_1546461729361269500.png
1546461729483	-13.731006	-0.670010	-0.595406	0.999831	-0.000613	-0.000314	0.018393	1.000000	0.500000	0.000000	3	0	2880.350098	13.278388	img__0_1546461729481133000.png
1546461729599	-12.847843	-0.618619	-0.595471	0.999640	-0.001799	-0.000109	0.026754	1.000000	0.500000	0.000000	3	0	2989.283203	13.357081	img__0_1546461729596050900.png
1546461729711	-11.961345	-0.541506	-0.595521	0.999139	-0.003717	-0.000032	0.041330	1.000000	0.500000	0.000000	3	0	3088.049072	13.433901	img__0_1546461729708394800.png
1546461729831	-11.072461	-0.434253	-0.595574	0.998171	-0.005946	-0.000037	0.060168	1.000000	0.500000	0.000000	3	0	3174.462891	13.520126	img__0_1546461729828708800.png
1546461729952	-10.182104	-0.294840	-0.595621	0.996699	-0.008146	-0.000158	0.080772	1.000000	0.500000	0.000000	3	0	3252.741211	13.608889	img__0_1546461729948904700.png
1546461730073	-9.291800	-0.120608	-0.595658	0.994721	-0.010201	-0.000394	0.102104	1.000000	0.500000	0.000000	0	0	3430.698730	13.699192	img__0_1546461730070456800.png
1546461730190	-8.404757	0.088920	-0.599078	0.992258	-0.011400	0.000706	0.123666	1.000000	0.500000	0.000000	0	0	3352.029541	13.648203	img__0_1546461730188237400.png
1546461730313	-7.531196	0.333683	-0.600869	0.989428	-0.013267	0.000492	0.144414	1.000000	0.500000	0.000000	0	0	3275.164307	13.602873	img__0_1546461730310652800.png
1546461730434	-6.671831	0.612869	-0.600859	0.986112	-0.014643	-0.000088	0.165433	1.000000	0.500000	0.000000	2	0	3178.606689	13.558638	img__0_1546461730432451500.png
1546461730555	-5.828376	0.926346	-0.608887	0.982374	-0.014763	-0.002415	0.186328	1.000000	0.500000	0.000000	2	0	3384.437744	13.570733	img__0_1546461730552161200.png
1546461730674	-4.994259	1.275438	-0.608432	0.977952	-0.015865	-0.002423	0.208215	1.000000	0.500000	0.000000	2	0	3568.273926	13.598242	img__0_1546461730672600300.png
1546461730797	-4.177415	1.662922	-0.611266	0.973162	-0.016563	-0.004078	0.229488	1.000000	0.500000	1.000000	2	0	3674.563477	13.600033	img__0_1546461730794220100.png
1546461730910	-3.377061	2.083954	-0.610355	0.967644	-0.017040	-0.004292	0.251706	1.000000	0.500000	1.000000	2	0	3694.307861	13.510826	img__0_1546461730908539900.png
1546461731027	-2.604680	2.537634	-0.610475	0.961642	-0.017332	-0.005275	0.273707	1.000000	0.500000	1.000000	2	0	3653.312500	13.327328	img__0_1546461731025596900.png
1546461731143	-1.864089	3.019332	-0.610436	0.954997	-0.017407	-0.006149	0.296042	1.000000	0.500000	1.000000	2	0	3612.919678	13.139677	img__0_1546461731141378800.png
1546461731260	-1.156963	3.528047	-0.610188	0.947796	-0.017444	-0.006932	0.318323	1.000000	0.500000	1.000000	2	0	3572.471191	12.954029	img__0_1546461731257921700.png
1546461731383	-0.484327	4.060503	-0.608381	0.940266	-0.016909	-0.008265	0.339921	1.000000	0.500000	1.000000	2	0	3531.713623	12.770246	img__0_1546461731380825200.png
